For M5|Adr     1|TO  080625.dat                 |                      |                      |                      | 
For M5|Adr     2|TO  Adjustment FA1             |R         1.40413 m   |HD         13.092 m   |sR        0.00001 m   | 
For M5|Adr     3|TO  Adjustment FB1             |R         1.73565 m   |HD         27.039 m   |sR        0.00002 m   | 
For M5|Adr     4|TO  Adjustment FB2             |R         1.59410 m   |HD         13.424 m   |sR        0.00003 m   | 
For M5|Adr     5|TO  Adjustment FA2             |R         1.26317 m   |HD         26.697 m   |sR        0.00008 m   | 
For M5|Adr     6|TO  Adjustment                 |c_            4.5 DMS |                      |                      | 
For M5|Adr     7|TO  06.08.2025   10:37:01      |                      |                      |                      | 
For M5|Adr     8|TO  Curva OFF/Refract OFF      |                      |                      |                      | 
For M5|Adr     9|TO  Adjustment FA1             |R         1.59399 m   |HD         13.424 m   |sR        0.00001 m   | 
For M5|Adr    10|TO  Adjustment FB1             |R         1.26304 m   |HD         26.693 m   |sR        0.00004 m   | 
For M5|Adr    11|TO  Adjustment FB2             |R         1.39011 m   |HD         13.103 m   |sR        0.00001 m   | 
For M5|Adr    12|TO  Adjustment FA2             |R         1.72164 m   |HD         27.017 m   |sR        0.00002 m   | 
For M5|Adr    13|TO  Adjustment                 |c_            4.4 DMS |                      |                      | 
For M5|Adr    14|TO  06.08.2025   10:38:59      |                      |                      |                      | 
For M5|Adr    15|TO  Curva OFF/Refract OFF      |                      |                      |                      | 
For M5|Adr    16|TO  Start-Line       BFFB   123|                      |                      |                      | 
For M5|Adr    17|KD1   VE3.39                123|                      |                      |Z       100.00000 m   | 
For M5|Adr    18|KD1   VE3.39##### 20.0 C  3 123|Rb        1.89950 m   |HD         23.114 m   |                      | 
For M5|Adr    19|KD1      MM1##### 20.0 C  3 123|Rf        1.01497 m   |HD         22.973 m   |                      | 
For M5|Adr    20|KD1      MM1##### 20.0 C  3 123|Rf        1.01498 m   |HD         22.974 m   |                      | 
For M5|Adr    21|KD1   VE3.39##### 20.0 C  3 123|Rb        1.89907 m   |HD         23.102 m   |                      | 
For M5|Adr    22|KD1      MM1##### 20.0 C    123|                      |                      |Z       100.88431 m   | 
For M5|Adr    23|TO  Station repeated        123|                      |                      |                      | 
For M5|Adr    24|KD1   VE3.39      20.0 C  3 123|Rb        1.89910 m   |HD         23.102 m   |                      | 
For M5|Adr    25|KD1      MM1      20.0 C  3 123|Rf        1.01495 m   |HD         22.972 m   |                      | 
For M5|Adr    26|KD1      MM1      20.0 C  3 123|Rf        1.01492 m   |HD         22.974 m   |                      | 
For M5|Adr    27|KD1   VE3.39      20.0 C  3 123|Rb        1.89905 m   |HD         23.102 m   |                      | 
For M5|Adr    28|KD1      MM1      20.0 C    123|                      |                      |Z       100.88414 m   | 
For M5|Adr    29|TO  Intermediate sight.     123|                      |                      |                      | 
For M5|Adr    30|KD1   VE3.40      20.0 C  3 123|Rz        1.88756 m   |HD         40.621 m   |Z       100.01152 m   | 
For M5|Adr    31|KD1   VE3.41      20.0 C  3 123|Rz        0.24375 m   |HD         40.196 m   |Z       101.65533 m   | 
For M5|Adr    32|KD1 VE2.1003      20.0 C  3 123|Rz        1.84409 m   |HD         42.190 m   |Z       100.05499 m   | 
For M5|Adr    33|KD1    VE2.1      20.0 C  3 123|Rz        1.85384 m   |HD         40.787 m   |Z       100.04524 m   | 
For M5|Adr    34|KD1   VE2.2O      20.0 C  3 123|Rz        1.74494 m   |HD         39.851 m   |Z       100.15413 m   | 
For M5|Adr    35|KD1   VE2.3O      20.0 C  3 123|Rz        1.88054 m   |HD         40.678 m   |Z       100.01853 m   | 
For M5|Adr    36|KD1   VE2.4O      20.0 C  3 123|Rz        1.90723 m   |HD         42.097 m   |Z        99.99184 m   | 
For M5|Adr    37|KD1   VE2.5O      19.0 C  3 123|Rz        1.91093 m   |HD         44.172 m   |Z        99.98815 m   | 
For M5|Adr    38|KD1   VE2.6O      19.0 C  3 123|Rz        1.92152 m   |HD         46.980 m   |Z        99.97755 m   | 
For M5|Adr    39|KD1   VE2.7O      20.0 C  4 123|Rz        1.93479 m   |HD         48.466 m   |Z        99.96429 m   | 
For M5|Adr    40|KD1   VE2.8O      20.0 C  3 123|Rz        1.52430 m   |HD         47.524 m   |Z       100.37477 m   | 
For M5|Adr    41|KD1   VE2.9O      20.0 C  3 123|Rz        1.50303 m   |HD         43.143 m   |Z       100.39605 m   | 
For M5|Adr    42|KD1  VE2.10O      20.0 C  3 123|Rz        1.49301 m   |HD         39.908 m   |Z       100.40606 m   | 
For M5|Adr    43|KD1  VE2.11O      20.0 C  3 123|Rz        1.47963 m   |HD         37.018 m   |Z       100.41944 m   | 
For M5|Adr    44|KD1  VE2.12O      20.0 C  3 123|Rz        1.47310 m   |HD         34.634 m   |Z       100.42598 m   | 
For M5|Adr    45|KD1  VE2.13O      20.0 C  3 123|Rz        1.35441 m   |HD         32.770 m   |Z       100.54467 m   | 
For M5|Adr    46|KD1  VE2.14O      20.0 C  3 123|Rz        1.45119 m   |HD         31.344 m   |Z       100.44788 m   | 
For M5|Adr    47|KD1   VE2.14      20.0 C  3 123|Rz        1.68784 m   |HD         31.558 m   |Z       100.21124 m   | 
For M5|Adr    48|KD1   VE2.15      20.0 C  3 123|Rz        1.67371 m   |HD         31.131 m   |Z       100.22536 m   | 
For M5|Adr    49|KD1  VE2.15O      20.0 C  3 123|Rz        1.44235 m   |HD         31.124 m   |Z       100.45673 m   | 
For M5|Adr    50|KD1  VE2.16O      19.0 C  3 123|Rz        1.43219 m   |HD         32.113 m   |Z       100.46689 m   | 
For M5|Adr    51|KD1   VE2.16      19.0 C  3 123|Rz        1.64200 m   |HD         32.030 m   |Z       100.25708 m   | 
For M5|Adr    52|KD1   VE2.17      19.0 C  3 123|Rz        1.65198 m   |HD         33.992 m   |Z       100.24710 m   | 
For M5|Adr    53|KD1  VE2.17O      20.0 C  3 123|Rz        1.41320 m   |HD         34.074 m   |Z       100.48588 m   | 
For M5|Adr    54|KD1  VE2.18O      20.0 C  3 123|Rz        1.40394 m   |HD         36.952 m   |Z       100.49514 m   | 
For M5|Adr    55|KD1  VE2.19O      20.0 C  3 123|Rz        1.39256 m   |HD         40.505 m   |Z       100.50652 m   | 
For M5|Adr    56|TO  End of interm. sight.   123|                      |                      |                      | 
For M5|Adr    57|KD1      MM1      20.0 C  3 123|Rb        1.59179 m   |HD         38.583 m   |                      | 
For M5|Adr    58|KD1      MM2      20.0 C  3 123|Rf        1.66287 m   |HD         38.691 m   |                      | 
For M5|Adr    59|KD1      MM2      20.0 C  3 123|Rf        1.66307 m   |HD         38.698 m   |                      | 
For M5|Adr    60|KD1      MM1      20.0 C  3 123|Rb        1.59195 m   |HD         38.572 m   |                      | 
For M5|Adr    61|KD1      MM2      20.0 C    123|                      |                      |Z       100.81304 m   | 
For M5|Adr    62|TO  Intermediate sight.     123|                      |                      |                      | 
For M5|Adr    63|KD1  VE2.20O      20.0 C  3 123|Rz        1.96154 m   |HD         32.661 m   |Z       100.51447 m   | 
For M5|Adr    64|KD1 VE2.20.1      20.0 C  3 123|Rz        1.97736 m   |HD         31.925 m   |Z       100.49865 m   | 
For M5|Adr    65|KD1  VE2.21O      20.0 C  3 123|Rz        1.95390 m   |HD         31.817 m   |Z       100.52211 m   | 
